relative_path,line_number,keywords,line
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1007,repeat,repeat_values = []
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1009,fold,"for _, part in fold_frame.groupby("
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1010,repeat,"""repeat"""
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1026,fold;outer;repeat,# A repeat is valid only if all 5 frozen outer folds are evaluable.
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1028,outer,len(part) != OUTER_SPLITS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1035,repeat,repeat_values.append(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1045,repeat,len(repeat_values)
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1046,repeat,< MIN_VALID_REPEATS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1050,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1056,repeat,repeat_values
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1059,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1270,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1272,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1275,censor,"""TARGET event/censor counts cannot """
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1276,fold,"""support frozen 5-fold stratification."""
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1285,fold,fold_rows = []
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1289,repeat,for repeat in range(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1290,outer;repeat,OUTER_REPEATS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1292,fold,splitter = StratifiedKFold(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1293,outer,"n_splits=OUTER_SPLITS,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1297,repeat,+ repeat
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1302,fold;outer,"outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1304,train_idx,"train_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1305,test_idx,"test_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1313,fold,fitted = fit_predict_fold(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1314,train_idx,"X_raw[train_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1315,test_idx,"X_raw[test_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1316,train_idx,"time_values[train_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1317,train_idx,"event_values[train_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1318,repeat,"repeat=repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1319,fold;outer,"outer_fold=outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1323,train_idx,for idx in train_idx:
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1325,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1326,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1333,test_idx,for idx in test_idx:
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1335,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1336,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1344,fold,metrics = _fold_metrics(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1346,train_idx,"time_values[train_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1347,train_idx,"event_values[train_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1348,test_idx,"time_values[test_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1349,test_idx,"event_values[test_idx],"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1358,fold,fold_rows.append({
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1359,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1360,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1363,train_idx,train_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1367,train_idx,train_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1371,test_idx,test_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1375,test_idx,test_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1385,test_idx,test_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1388,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1389,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1425,repeat,"part[""repeat""] = repeat"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1426,fold;outer,"part[""outer_fold""] = ("
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1427,fold;outer,outer_fold
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1439,fold,folds = pd.DataFrame(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1440,fold,fold_rows
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1456,fold,folds.to_csv(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1458,fold,"/ ""TARGET_fold_metrics.tsv"","
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1478,fold,part = folds[
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1479,fold,"folds[""model_id""]"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1484,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1490,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1496,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1502,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1511,repeat,"""uno_valid_repeats"": nrep_c,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1513,repeat,"""ibs_valid_repeats"": nrep_ibs,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1515,repeat,"""risk_sd_valid_repeats"": nrep_sd,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1517,repeat,"""risk_q99_q01_valid_repeats"": nrep_q,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1553,repeat,# Patient-clustered paired bootstrap of FIXED repeated-CV predictions.
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1560,repeat,"repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1561,fold,"fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1565,repeat,"""repeat"","
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1566,fold;outer,"""outer_fold"","
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1572,repeat,"int(repeat),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1573,fold,"int(fold),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1581,repeat,"repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1582,fold,"fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1585,repeat,"""repeat"","
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1586,fold;outer,"""outer_fold"","
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1589,train_idx,train_idx = (
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1599,test_idx,test_idx = (
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1611,repeat,"int(repeat),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1612,fold,"int(fold),"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1615,train_idx,"train_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1616,test_idx,"test_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1689,fold,draw_fold_rows = []
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1692,repeat,for repeat in range(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1693,outer;repeat,OUTER_REPEATS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1695,fold,for fold in range(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1696,outer,OUTER_SPLITS
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1699,train_idx,"train_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1700,test_idx,"test_idx,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1703,repeat,"repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1704,fold,"fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1712,test_idx,for idx in test_idx:
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1733,surv,y_train = _make_surv(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1735,train_idx,train_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1738,train_idx,train_idx
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1742,surv,y_boot = _make_surv(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1754,repeat,"repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1755,fold,"fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1787,tau,UNO_TAU_QUANTILE
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1795,fold,draw_fold_rows.append({
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1796,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1797,fold;outer,"""outer_fold"": fold,"
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1814,fold,draw_folds = pd.DataFrame(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1815,fold,draw_fold_rows
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1822,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1823,fold,draw_folds[
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1824,fold,draw_folds[
results\human_posthold_descriptive\05f2c_v2\runner\frozen_TARGET_evaluation_runner_v2.py,1836,repeat,< MIN_VALID_REPEATS
results\human_posthold_descriptive\05f2c_v2\summary.json,3,os_event,"""TARGET_OS_event_values_read"": false,"
results\human_posthold_descriptive\05f2c_v2\synthetic_runner_smoke_test.json,10,fold,"""fold_ibs_status"": ""PASS"","
results\human_posthold_descriptive\05f2c_v2\synthetic_runner_smoke_test.json,11,fold,"""fold_uno_c_finite"": true,"
results\human_posthold_descriptive\05f2c_v2\technical_runner_amendment_contract.json,12,os_event,"""os_event"","
results\human_posthold_descriptive\05f2c_v2\technical_runner_amendment_contract.json,13,os_time_days,"""os_time_days"""
results\human_posthold_descriptive\05f2c_v2\technical_runner_amendment_contract.json,43,os_event,"""TARGET_OS_event_values_read"": false,"
results\human_posthold_descriptive\05f2c_v2\technical_runner_amendment_contract.json,73,fold,"""all_model_fold_callables_had_already_executed_before_failure"": true,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,27,fold,from sklearn.model_selection import StratifiedKFold
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,28,surv,from sksurv.util import Surv
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,66,outer,OUTER_SPLITS = 5
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,67,outer;repeat,OUTER_REPEATS = 20
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,75,repeat,MIN_VALID_REPEATS = 16
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,78,tau,UNO_TAU_QUANTILE = 0.90
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,289,surv,def _make_surv(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,293,surv,return Surv.from_arrays(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,384,breslow;surv,def _breslow_survival_from_fixed_risk(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,389,eval_times,"eval_times: np.ndarray,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,392,breslow,Target-training-only Breslow baseline recalibration for a fixed risk score.
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,413,eval_times,eval_times = np.asarray(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,414,eval_times,"eval_times,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,424,breslow,"""Non-finite Breslow input."""
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,462,breslow,"""Invalid Breslow risk-set sum."""
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,478,eval_times,"eval_times,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,483,eval_times,"len(eval_times),"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,506,fold,def _fold_metrics(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,515,surv,y_train = _make_surv(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,519,surv,y_test = _make_surv(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,531,tau,"quantile=UNO_TAU_QUANTILE,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,543,surv,survival = (
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,544,breslow;surv,_breslow_survival_from_fixed_risk(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,553,brier;integrated_brier,ibs = m04c.integrated_brier_custom(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,556,surv,"survival,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,589,fold,def fit_predict_fold(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,595,repeat,"repeat: int,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,596,fold;outer,"outer_fold: int,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,600,fold;outer,Fit/predict all frozen TARGET models for one outer fold.
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,629,surv,y_train = _make_surv(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,646,repeat,+ int(repeat) * 100
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,647,fold;outer,+ int(outer_fold)
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,815,repeat,+ int(repeat) * 100003
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,816,fold;outer,+ int(outer_fold) * 1009
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1003,repeat,def _aggregate_repeat_metric(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1004,fold,"fold_frame: pd.DataFrame,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1007,repeat,repeat_values = []
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1009,fold,"for _, part in fold_frame.groupby("
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1010,repeat,"""repeat"""
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1026,fold;outer;repeat,# A repeat is valid only if all 5 frozen outer folds are evaluable.
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1028,outer,len(part) != OUTER_SPLITS
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1035,repeat,repeat_values.append(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1045,repeat,len(repeat_values)
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1046,repeat,< MIN_VALID_REPEATS
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1050,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1056,repeat,repeat_values
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1059,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1270,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1272,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1275,censor,"""TARGET event/censor counts cannot """
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1276,fold,"""support frozen 5-fold stratification."""
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1285,fold,fold_rows = []
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1289,repeat,for repeat in range(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1290,outer;repeat,OUTER_REPEATS
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1292,fold,splitter = StratifiedKFold(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1293,outer,"n_splits=OUTER_SPLITS,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1297,repeat,+ repeat
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1302,fold;outer,"outer_fold,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1304,train_idx,"train_idx,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1305,test_idx,"test_idx,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1313,fold,fitted = fit_predict_fold(
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1314,train_idx,"X_raw[train_idx],"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1315,test_idx,"X_raw[test_idx],"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1316,train_idx,"time_values[train_idx],"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1317,train_idx,"event_values[train_idx],"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1318,repeat,"repeat=repeat,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1319,fold;outer,"outer_fold=outer_fold,"
results\human_posthold_descriptive\05f2b\runner\frozen_TARGET_evaluation_runner.py,1323,train_idx,for idx in train_idx:
